,사업장명,인허가일자,인허가취소일자,폐업일자,상세영업상태코드,상세영업상태명,도로명주소,지번주소
783,바디메이트 짐,2001-05-16,,,13,영업중,서울특별시 광진구 용마산로 10 4층 (중곡동 대붕빌딩),서울특별시 광진구 중곡동 93-2 (4층) 
784,파워존,2001-08-23,,,13,영업중,서울특별시 광진구 영화사로 1  (중곡동2층),서울특별시 광진구 중곡동 78-3번지 2층 
785,타운케이 휘트니스,2007-12-26,,,13,영업중,서울특별시 광진구 뚝섬로 632 (자양동),서울특별시 광진구 자양동 636-10 
786,이루어짐 구의점,2008-01-02,,,13,영업중,서울특별시 광진구 구의로 3 2층 (구의동 쌍용빌딩),서울특별시 광진구 구의동 243-12 쌍용빌딩2층 
787,맥스토탈휘트니스,2008-02-25,,,13,영업중,서울특별시 광진구 아차산로 241 6층 (화양동 연한빌딩),서울특별시 광진구 화양동 6-2번지 연한빌딩 6층 
788,SAP,2008-05-26,,,13,영업중,서울특별시 광진구 동일로 190 비02호 (군자동),서울특별시 광진구 군자동 355번지 
789,시너지휘트니스,2008-06-10,,,13,영업중,서울특별시 광진구 광나루로 346 2층 (화양동 브라운스톤화양),서울특별시 광진구 화양동 21-2번지 이수브라운스톤2층 
790,휘트니스파크,2009-04-24,,,13,영업중,서울특별시 광진구 능동로 259  (군자동지하),서울특별시 광진구 군자동 27-3번지 지하 
791,머슬 H 휘트니스,1999-04-23,,,13,영업중,서울특별시 광진구 군자로 108 (군자동 군자빌딩),서울특별시 광진구 군자동 103 
792,상록헬스크리닉,1999-07-15,,,13,영업중,서울특별시 광진구 뚝섬로23길 43  (자양동2층),서울특별시 광진구 자양동 845-12번지 2층 
793,스포츠클리닉밸런스,1999-07-15,,,13,영업중,,서울특별시 광진구 군자동 65-3번지 
794,메트로헬스,1999-10-02,,,13,영업중,서울특별시 광진구 아차산로 373  (구의동),서울특별시 광진구 구의동 246-15번지 
795,스타일휘트니스클럽(무단폐업),2000-04-04,,,13,영업중,서울특별시 광진구 용마산로 120 (중곡동),서울특별시 광진구 중곡동 18-71번지 
796,머슬킹,2007-03-27,,,13,영업중,서울특별시 광진구 면목로 126 34층 (중곡동 중곡동주차빌딩),서울특별시 광진구 중곡동 230-12 3 4층 
797,아름다운휘트니스,2007-04-25,,,13,영업중,서울특별시 광진구 뚝섬로 622-1  (자양동지하1층),서울특별시 광진구 자양동 606-14번지 지하1층 
798,제이피트휘트니스,2007-07-04,,,13,영업중,서울특별시 광진구 광나루로 410 B1층 04~06호 (화양동 KCC파크타운),서울특별시 광진구 화양동 527번지 KCC파크타운B1 비04~06호 
799,휘트니스 트리,2007-09-28,,,13,영업중,서울특별시 광진구 천호대로 646 지하1층 (능동 능동나이스빌딩),서울특별시 광진구 능동 256-3번지 지하1층 
800,테크노휘트니스클럽,2002-09-06,,,13,영업중,,서울특별시 광진구 군자동 360-19번지 
801,시티짐 군자,2000-05-12,,,13,영업중,서울특별시 광진구 군자로 75 (군자동 지장빌딩),서울특별시 광진구 군자동 346-23 지장빌딩5층 
802,세종 남여헬스(무단폐업),2000-07-18,,,13,영업중,서울특별시 광진구 구의로 6 (구의동 신호빌딩),서울특별시 광진구 구의동 244-15번지 
803,화인헬스,2000-08-04,,,13,영업중,서울특별시 광진구 자양로 173  (구의동),서울특별시 광진구 구의동 254-30번지 
804,몸가짐 퍼스널트레이닝,2015-02-09,,,13,영업중,서울특별시 광진구 광나루로 396 3층 (화양동),서울특별시 광진구 화양동 225번지 
805,Choi's Body Balance,2015-02-24,,,13,영업중,서울특별시 광진구 자양로18길 67 (구의동),서울특별시 광진구 구의동 
806,NX PT STUDIO,2015-06-19,,,13,영업중,서울특별시 광진구 뚝섬로 656 2층 (자양동),서울특별시 광진구 자양동 652-33번지 
807,2MR 휘트니스,2015-06-25,,,13,영업중,서울특별시 광진구 능동로 268 2층 (능동),서울특별시 광진구 능동 283-15번지 
808,휘트니스 에이치투,2015-07-30,,,13,영업중,서울특별시 광진구 능동로19길 57 3층 301호 (화양동),서울특별시 광진구 화양동 132-6번지 
809,휘트니스베이 24시 건대점,2015-07-30,,,13,영업중,서울특별시 광진구 능동로19길 35 지하3층 (화양동),서울특별시 광진구 화양동 113-1 
810,노경우 퍼스널 트레이닝,2015-11-19,,,13,영업중,서울특별시 광진구 아차산로 484 지하1층 (구의동),서울특별시 광진구 구의동 199-6번지 
811,BODY119(바디119),2015-12-21,,,13,영업중,서울특별시 광진구 아차산로 599 (광장동 광장동 신동아 파밀리에),서울특별시 광진구 광장동 250번지 
812,제이바디웍스,2016-04-07,,,13,영업중,서울특별시 광진구 아차산로 438 지하1층 (구의동),서울특별시 광진구 구의동 245-26번지 
813,나다헬스,2009-05-21,,,13,영업중,서울특별시 광진구 능동로4길 17 3층 (자양동 원우상가),서울특별시 광진구 자양동 553-376번지 3층 
814,커브스구의클럽,2009-08-04,,,13,영업중,서울특별시 광진구 아차산로 481 3층 (구의동),서울특별시 광진구 구의동 200-20번지 3층 
815,마크짐 휘트니스 - 강변역점,2009-09-15,,,13,영업중,서울특별시 광진구 구의강변로 45 5층 (구의동 구의동 복합빌딩),서울특별시 광진구 구의동 593-15번지 5층 
816,원모어 퍼스널트레이닝 스튜디오,2010-05-12,,,13,영업중,서울특별시 광진구 광나루로17길 10  (군자동3층),서울특별시 광진구 군자동 373-8번지 3층 
817,프라임헬스클럽,2003-03-11,,,13,영업중,서울특별시 광진구 아차산로 453  (구의동(4층)),서울특별시 광진구 구의동 219-5번지 (4층) 
818,월드스포츠센터,2003-03-29,,,13,영업중,,서울특별시 광진구 화양동 114-3번지 (4층) 
819,아차산헬스클럽,2003-08-26,,,13,영업중,서울특별시 광진구 자양로 312  (구의동),서울특별시 광진구 구의동 31-23번지 
820,군자휘트니스 크럽,1997-11-03,,,13,영업중,서울특별시 광진구 천호대로 510  (군자동(3층)),서울특별시 광진구 군자동 466-18번지 (3층) 
821,순수여성헬스,1999-01-14,,,13,영업중,서울특별시 광진구 아차산로 511  (광장동지층),서울특별시 광진구 광장동 425-2번지 지층 
822,파나마 헬스클럽,2003-10-17,,,13,영업중,서울특별시 광진구 자양로26길 31 2층 201호 (구의동 명진빌딩),서울특별시 광진구 구의동 249-21번지 연이빌딩 2층 201호 
823,더 킹 피트니스,2017-04-21,,2022-07-06,3,폐업,서울특별시 영등포구 선유로47길 16 6층 (양평동4가 오오1004빌딩),서울특별시 영등포구 양평동4가 81
824,광진휘트니스,2003-12-23,,,13,영업중,서울특별시 광진구 뚝섬로 489 2층 (자양동 노룬산시장),서울특별시 광진구 자양동 44-2번지 2층 
825,대원헬스,2003-04-17,,,13,영업중,서울특별시 광진구 면목로 161 (중곡동 중곡빌딩),서울특별시 광진구 중곡동 173-2번지 
826,바디앤소울,2004-02-17,,,13,영업중,서울특별시 광진구 군자로 137  (군자동2층),서울특별시 광진구 군자동 64-1번지 2층 
827,엘리트짐,2004-05-13,,,13,영업중,서울특별시 광진구 자양로 86 (자양동),서울특별시 광진구 자양동 680-68 
828,리버사이드 스포츠,2004-06-08,,,13,영업중,서울특별시 광진구 아차산로78길 44 지하1층 (광장동),서울특별시 광진구 광장동 114 외2필지 지하1층 
829,용곡체육관,1999-04-20,,,13,영업중,서울특별시 광진구 용마산로 111  (중곡동),서울특별시 광진구 중곡동 28-7번지 
830,유진헬스클럽,1989-10-23,,,13,영업중,서울특별시 광진구 자양번영로 42 (자양동 공주빌딩),서울특별시 광진구 자양동 610-9번지 
831,서울헬스,1989-12-20,,,13,영업중,,서울특별시 광진구 자양동 623-23번지 
832,더건PT,2022-05-11,,,13,영업중,서울특별시 양천구 목동중앙본로7길 6 2층 (목동),서울특별시 양천구 목동 318-283
833,몸가짐 PT&필라테스,2016-12-21,,,13,영업중,서울특별시 광진구 천호대로111길 9 2층 (중곡동),서울특별시 광진구 중곡동 341-5
834,크로스핏 팀앤디,2017-05-10,,,13,영업중,서울특별시 광진구 광나루로 582 지층 (구의동 세종빌딩),서울특별시 광진구 구의동 202-3번지 지층 
835,조승호 아톰 휘트니스 PT,2018-04-02,,,13,영업중,서울특별시 광진구 광나루로 352 2층 202호 (화양동),서울특별시 광진구 화양동 21-1번지 2층 202호
836,Youn-A PT샵,2018-05-10,,,13,영업중,서울특별시 광진구 천호대로 666 3층 302호 (구의동),서울특별시 광진구 구의동 76-1번지 3층 302호 
837,동부육체미,1990-01-03,,,13,영업중,서울특별시 광진구 광나루로 379  (군자동),서울특별시 광진구 군자동 361-27번지 
838,휘트니스우먼,2017-06-04,,,13,영업중,서울특별시 광진구 동일로30길 23 지층 (화양동 케이타워오피스텔B),서울특별시 광진구 화양동 21-22번지 지층 
839,더테라 휘트니스,2017-08-09,,,13,영업중,서울특별시 광진구 뚝섬로 742 지하2층 (구의동 광성빌딩),서울특별시 광진구 구의동 596-5번지 지하2층 
840,원모어핏,2017-09-20,,,13,영업중,서울특별시 광진구 광나루로 586 6층 (구의동),서울특별시 광진구 구의동 202-27번지 6층 
841,더블핏(Double Fit),2019-01-18,,,13,영업중,서울특별시 광진구 뚝섬로56가길 13 현대3차 301동앞 상가 301호 (자양동),서울특별시 광진구 자양동 670 
842,스포니스,2019-03-25,,,13,영업중,서울특별시 광진구 능동로 276 한성빌딩 지하1층 101호 (능동),서울특별시 광진구 능동 282-6 한성빌딩 지하 101호
843,에프에이스포츠,2019-03-12,,,13,영업중,서울특별시 광진구 능동로 255 B01호 (군자동),서울특별시 광진구 군자동 242번지 
844,A2GYM(에이투짐),2019-05-27,,,13,영업중,서울특별시 광진구 뚝섬로 523 보은빌딩 지하 1층 (자양동),서울특별시 광진구 자양동 553-428번지 보은빌딩 
845,스포츠컨디셔닝센터 FMETS & D.FLAB,2019-04-17,,,13,영업중,서울특별시 광진구 동일로22길 35 지하1층 (화양동),서울특별시 광진구 화양동 45-76번지 지하1층 
846,퍼스트 핏(FIRST FIT),2019-06-12,,,13,영업중,서울특별시 광진구 광나루로56길 66 강변상가 (구의동),서울특별시 광진구 구의동 611 강변상가 지하1층 
847,삼손스포츠수기명가,2019-09-23,,,13,영업중,서울특별시 광진구 아차산로65길 14 B1층 (구의동),서울특별시 광진구 구의동 206-12 B1층 
848,크로스핏 라온2,2019-06-27,,,13,영업중,서울특별시 광진구 용마산로 36 지층 (중곡동),서울특별시 광진구 중곡동 80-9 
849,토니바디&PT 중곡점,2019-10-18,,,13,영업중,서울특별시 광진구 능동로 405 2층 (중곡동),서울특별시 광진구 중곡동 166-7 2층 
850,스튜디오 클라라,2019-11-26,,,13,영업중,서울특별시 광진구 능동로 21 2층 (자양동),서울특별시 광진구 자양동 65-1번지 2층 
851,브라운 휘트니스,2019-12-30,,,13,영업중,서울특별시 광진구 광나루로 346 2층 (화양동 브라운스톤 화양),서울특별시 광진구 화양동 21-2번지 2층 
852,르와짐,2019-12-30,,,13,영업중,서울특별시 광진구 아차산로 532 6층 (광장동),서울특별시 광진구 광장동 463-3번지 6층 
853,던전짐,2022-02-10,,,13,영업중,서울특별시 광진구 영화사로 37-1 지하1층 (중곡동),서울특별시 광진구 중곡동 88-35 
854,스포니스 화양점,2022-01-28,,,13,영업중,서울특별시 광진구 능동로19길 57 3층 (화양동),서울특별시 광진구 화양동 132-6 
855,클레어 웰니스 스튜디오 건대점,2022-03-18,,,13,영업중,서울특별시 광진구 아차산로 292 모아빌딩 2층 (자양동),서울특별시 광진구 자양동 227-20 모아빌딩 
856,W PT STUDIO,2022-02-03,,,13,영업중,서울특별시 광진구 아차산로 635 한수상가 3층 11호 (광장동),서울특별시 광진구 광장동 145-8 한수상가 
857,토니바디PT& 건대점,2022-03-22,,,13,영업중,서울특별시 광진구 능동로7길 50 재화빌딩 3층 (자양동),서울특별시 광진구 자양동 851-19 재화빌딩 
858,coworker(코워커),2022-03-04,,,13,영업중,서울특별시 광진구 광나루로 531 지층 (구의동),서울특별시 광진구 구의동 66-61 
859,에이투짐(A2GYM),2020-02-25,,,13,영업중,서울특별시 광진구 자양번영로 28 지하1층 (자양동),서울특별시 광진구 자양동 601-5 지하1층 
860,군자역점 스포애니 주)케이디스포츠,2020-03-23,,,13,영업중,서울특별시 광진구 능동로 332 동아빌딩 567층 (중곡동),서울특별시 광진구 중곡동 161-24 동아빌딩 567층 
861,몸가짐 휘트니스 구의점,2020-01-28,,,13,영업중,서울특별시 광진구 자양로18길 33 2층 (구의동),서울특별시 광진구 구의동 257-126번지 2층 
862,도움pt,2022-01-14,,,13,영업중,서울특별시 광진구 자양로18길 5 4층 (구의동),서울특별시 광진구 구의동 252-43 4층 
863,어반더핏,2021-12-08,,,13,영업중,서울특별시 광진구 뚝섬로 741 2층 (구의동),서울특별시 광진구 구의동 593-19 2층 
864,휘트니스피플우먼 건대점,2022-03-24,,,13,영업중,서울특별시 광진구 아차산로 207 선일빌딩 3층 (화양동),서울특별시 광진구 화양동 48-5 선일빌딩 
865,임스타핏,2021-10-28,,,13,영업중,서울특별시 광진구 능동로 324-1 3층 (중곡동),서울특별시 광진구 중곡동 161-41 3층 
866,토니바디W,2021-11-09,,,13,영업중,서울특별시 광진구 긴고랑로 115 23층 (중곡동),서울특별시 광진구 중곡동 58-27 23층 
867,토니바디&PT 자양점,2021-11-09,,,13,영업중,서울특별시 광진구 뚝섬로52길 20 지하1층 (자양동),서울특별시 광진구 자양동 605-18 지하1층 
868,원더바디핏,2021-11-04,,,13,영업중,서울특별시 광진구 자양로 138 (구의동),서울특별시 광진구 구의동 251-34 지하1층 
869,휘트니스베이24시 건대역점,2020-07-23,,,13,영업중,서울특별시 광진구 동일로18길 107 지하2층 (자양동),서울특별시 광진구 자양동 5-4 지하2층 
870,정스짐,2021-09-03,,,13,영업중,서울특별시 광진구 아차산로 453 2층 (구의동),서울특별시 광진구 구의동 219-5 2층 
871,마일로짐,2021-05-03,,,13,영업중,서울특별시 광진구 뚝섬로 541 지하1층 B101호 (자양동),서울특별시 광진구 자양동 553-588 지하101호 
872,우리동네 PT샵,2021-06-03,,,13,영업중,서울특별시 광진구 동일로24길 18-1 지하1층 (화양동),서울특별시 광진구 화양동 44-13 지하1층 
873,해부학적 운동 군자점,2021-06-10,,,13,영업중,서울특별시 광진구 능동로36길 25 웅래빌딩 5층 (능동),서울특별시 광진구 능동 222-9 5층 
874,지니 짐,2018-09-04,,,13,영업중,서울특별시 광진구 능동로 315 3층 (중곡동),서울특별시 광진구 중곡동 649-8 3층 
875,(주)비스코 헬스케어,2020-11-05,,,13,영업중,서울특별시 광진구 광나루로56길 85 테크노-마트21 12층 001호 (구의동),서울특별시 광진구 구의동 546-4 12층 001호 
876,에이투짐,2020-11-11,,,13,영업중,서울특별시 광진구 자양로 65 지하1층 (자양동),서울특별시 광진구 자양동 657-5 지하1층 
